,timestamp,balance_trade,balance_trade_growth,eurrub,average_provision_of_build_contract,micex_rgbi_tr,micex_cbi_tr,deposits_rate,mortgage_value,mortgage_rate,income_per_cap,rent_price_4.room_bus,museum_visitis_per_100_cap,bandwidth_sports,apartment_build
1317,8/9/2013,15.748,5.1,43.8457,6.01,135.46,236.47,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1318,8/10/2013,15.748,5.1,43.8457,6.01,135.46,239.88,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1319,8/11/2013,15.748,5.1,43.8457,6.01,135.46,241.43,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1320,8/12/2013,15.748,5.1,43.9107,6.01,135.49,241.43,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1321,8/13/2013,15.748,5.1,43.8523,6.01,135.28,236.74,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1322,8/14/2013,15.748,5.1,43.8526,6.01,135.02,236.79,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1323,8/15/2013,15.748,5.1,43.7337,6.01,135.08,236.87,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1324,8/16/2013,15.748,5.1,43.8586,6.01,135,236.93,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1325,8/17/2013,15.748,5.1,43.8586,6.01,135,236.93,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1326,8/18/2013,15.748,5.1,43.8586,6.01,135,236.93,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1327,8/19/2013,15.748,5.1,43.9496,6.01,134.46,237.08,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1328,8/20/2013,15.748,5.1,44.1918,6.01,134.24,237.21,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1329,8/21/2013,15.748,5.1,44.2829,6.01,133.8,237.27,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1330,8/22/2013,15.748,5.1,44.1389,6.01,132.72,237.29,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1331,8/23/2013,15.748,5.1,44.1838,6.01,133.17,237.32,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1332,8/24/2013,15.748,5.1,44.1838,6.01,133.17,237.32,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1333,8/25/2013,15.748,5.1,44.1838,6.01,133.17,237.32,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1334,8/26/2013,15.748,5.1,44.167,6.01,133.44,237.51,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1335,8/27/2013,15.748,5.1,44.3878,6.01,132.78,237.51,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1336,8/28/2013,15.748,5.1,44.2284,6.01,132.5,237.52,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1337,8/29/2013,15.748,5.1,43.9662,6.01,132.63,237.59,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1338,8/30/2013,15.748,5.1,43.9596,6.01,133,237.67,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1339,8/31/2013,15.748,5.1,43.9596,6.01,133,237.67,5.3,654765,12.45,52740.4,164.7,1440,329348,46352
1340,9/1/2013,16.474,5.1,43.9596,6.01,133,224.57,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1341,9/2/2013,16.474,5.1,44.0275,6.01,133.11,224.57,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1342,9/3/2013,16.474,5.1,44.1437,6.01,132.95,224.57,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1343,9/4/2013,16.474,5.1,44.0085,6.01,132.95,230.7,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1344,9/5/2013,16.474,5.1,43.8783,6.01,132.79,230.7,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1345,9/6/2013,16.474,5.1,43.8502,6.01,132.82,230.7,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1346,9/7/2013,16.474,5.1,43.8502,6.01,132.82,234.27,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1347,9/8/2013,16.474,5.1,43.8502,6.01,132.82,236.56,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1348,9/9/2013,16.474,5.1,43.9588,6.01,133.1,238.06,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1349,9/10/2013,16.474,5.1,43.7355,6.01,133.34,239.94,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1350,9/11/2013,16.474,5.1,43.6288,6.01,134.24,239.94,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1351,9/12/2013,16.474,5.1,43.4563,6.01,135.03,242.16,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1352,9/13/2013,16.474,5.1,43.144,6.01,135.21,238.28,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1353,9/14/2013,16.474,5.1,43.144,6.01,135.21,238.28,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1354,9/15/2013,16.474,5.1,43.144,6.01,135.21,238.28,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1355,9/16/2013,16.474,5.1,43.0394,6.01,135.68,238.34,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1356,9/17/2013,16.474,5.1,43.0183,6.01,135.07,238.39,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1357,9/18/2013,16.474,5.1,43.1081,6.01,134.95,238.34,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1358,9/19/2013,16.474,5.1,42.8057,6.01,136.35,238.47,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1359,9/20/2013,16.474,5.1,43.027,6.01,136.02,238.56,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1360,9/21/2013,16.474,5.1,43.027,6.01,136.02,238.56,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1361,9/22/2013,16.474,5.1,43.027,6.01,136.02,238.56,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1362,9/23/2013,16.474,5.1,42.9619,6.01,135.65,238.73,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1363,9/24/2013,16.474,5.1,42.9931,6.01,135.88,238.82,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1364,9/25/2013,16.474,5.1,43.3671,6.01,135.22,238.89,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1365,9/26/2013,16.474,5.1,43.542,6.01,135.38,238.94,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1366,9/27/2013,16.474,5.1,43.7205,6.01,135.06,238.95,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1367,9/28/2013,16.474,5.1,43.7205,6.01,135.06,238.95,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1368,9/29/2013,16.474,5.1,43.7205,6.01,135.06,238.95,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1369,9/30/2013,16.474,5.1,43.8263,6.01,134.86,239.32,5.4,774624,12.41,48234.9,153.23,1440,329348,46352
1370,10/1/2013,18.968,10.5,43.591,6.14,134.89,224.71,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1371,10/2/2013,18.968,10.5,43.7393,6.14,135.01,224.71,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1372,10/3/2013,18.968,10.5,43.8395,6.14,135.34,224.71,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1373,10/4/2013,18.968,10.5,43.6113,6.14,135.34,230.83,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1374,10/5/2013,18.968,10.5,43.6113,6.14,135.34,232.75,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1375,10/6/2013,18.968,10.5,43.6113,6.14,135.34,233.54,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1376,10/7/2013,18.968,10.5,43.7797,6.14,135.26,234.39,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1377,10/8/2013,18.968,10.5,43.9757,6.14,134.99,234.39,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1378,10/9/2013,18.968,10.5,43.7468,6.14,135.06,238.1,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1379,10/10/2013,18.968,10.5,43.5459,6.14,134.8,239.93,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1380,10/11/2013,18.968,10.5,43.7232,6.14,134.99,239.93,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1381,10/12/2013,18.968,10.5,43.7232,6.14,134.99,242.21,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1382,10/13/2013,18.968,10.5,43.7232,6.14,134.99,242.21,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1383,10/14/2013,18.968,10.5,43.8525,6.14,135.03,240.15,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1384,10/15/2013,18.968,10.5,43.5315,6.14,134.68,240.21,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1385,10/16/2013,18.968,10.5,43.4007,6.14,134.92,240.14,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1386,10/17/2013,18.968,10.5,43.5658,6.14,135.27,240.34,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1387,10/18/2013,18.968,10.5,43.6053,6.14,135.55,240.31,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1388,10/19/2013,18.968,10.5,43.6053,6.14,135.55,240.31,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1389,10/20/2013,18.968,10.5,43.6053,6.14,135.55,240.31,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1390,10/21/2013,18.968,10.5,43.6978,6.14,135.46,240.47,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1391,10/22/2013,18.968,10.5,43.6849,6.14,135.76,240.55,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1392,10/23/2013,18.968,10.5,43.7701,6.14,135.89,240.59,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1393,10/24/2013,18.968,10.5,43.7845,6.14,135.86,240.69,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1394,10/25/2013,18.968,10.5,43.8819,6.14,135.61,240.75,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1395,10/26/2013,18.968,10.5,43.8819,6.14,135.61,240.75,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1396,10/27/2013,18.968,10.5,43.8819,6.14,135.61,240.75,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1397,10/28/2013,18.968,10.5,44.023,6.14,135.77,240.94,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1398,10/29/2013,18.968,10.5,44.0812,6.14,135.63,240.99,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1399,10/30/2013,18.968,10.5,43.954,6.14,135.96,241.03,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1400,10/31/2013,18.968,10.5,43.613,6.14,135.9,241.04,5.1,894584,12.37,56903.8,155.91,1440,329348,46352
1401,11/1/2013,15.777,10.5,43.7012,6.14,135.55,225,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1402,11/2/2013,15.777,10.5,43.7012,6.14,135.55,227.74,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1403,11/3/2013,15.777,10.5,43.7012,6.14,135.55,229.13,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1404,11/4/2013,15.777,10.5,43.7054,6.14,135.55,230.97,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1405,11/5/2013,15.777,10.5,43.8368,6.14,135.48,230.97,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1406,11/6/2013,15.777,10.5,43.841,6.14,135.43,233.41,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1407,11/7/2013,15.777,10.5,43.3666,6.14,135.33,234.55,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1408,11/8/2013,15.777,10.5,43.6035,6.14,134.88,234.55,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1409,11/9/2013,15.777,10.5,43.6035,6.14,134.88,238.11,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1410,11/10/2013,15.777,10.5,43.6035,6.14,134.88,240,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1411,11/11/2013,15.777,10.5,44.0085,6.14,134.41,241.57,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1412,11/12/2013,15.777,10.5,44.1688,6.14,133.95,242.29,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1413,11/13/2013,15.777,10.5,44.0786,6.14,133.93,241.56,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1414,11/14/2013,15.777,10.5,43.9778,6.14,133.99,241.61,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1415,11/15/2013,15.777,10.5,43.93,6.14,134.02,241.67,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1416,11/16/2013,15.777,10.5,43.93,6.14,134.02,241.67,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1417,11/17/2013,15.777,10.5,43.93,6.14,134.02,241.67,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1418,11/18/2013,15.777,10.5,44.001,6.14,134.08,241.84,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1419,11/19/2013,15.777,10.5,44.259,6.14,133.96,241.84,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1420,11/20/2013,15.777,10.5,44.2584,6.14,133.79,241.86,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1421,11/21/2013,15.777,10.5,44.4934,6.14,133.46,241.86,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1422,11/22/2013,15.777,10.5,44.3907,6.14,133.71,241.86,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1423,11/23/2013,15.777,10.5,44.3907,6.14,133.71,241.86,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1424,11/24/2013,15.777,10.5,44.3907,6.14,133.71,241.86,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1425,11/25/2013,15.777,10.5,44.4972,6.14,133.57,242.01,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1426,11/26/2013,15.777,10.5,44.6943,6.14,133.15,241.97,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1427,11/27/2013,15.777,10.5,45.0175,6.14,132.87,241.97,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1428,11/28/2013,15.777,10.5,45.1113,6.14,132.42,241.92,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1429,11/29/2013,15.777,10.5,45.0608,6.14,132.23,241.92,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1430,11/30/2013,15.777,10.5,45.0608,6.14,132.23,241.92,5,1029124,12.26,56583.4,165.95,1440,329348,46352
1431,12/1/2013,20.191,10.5,45.0608,6.14,132.23,241.92,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1432,12/2/2013,20.191,10.5,45.0195,6.14,132.24,227.85,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1433,12/3/2013,20.191,10.5,45.2468,6.14,132.02,229.17,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1434,12/4/2013,20.191,10.5,44.9895,6.14,132.38,231.04,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1435,12/5/2013,20.191,10.5,45.0447,6.14,132.41,231.04,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1436,12/6/2013,20.191,10.5,44.7987,6.14,132.7,231.04,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1437,12/7/2013,20.191,10.5,44.7987,6.14,132.7,234.66,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1438,12/8/2013,20.191,10.5,44.7987,6.14,132.7,236.77,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1439,12/9/2013,20.191,10.5,44.9608,6.14,133.02,238.2,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1440,12/10/2013,20.191,10.5,45.042,6.14,133.26,238.2,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1441,12/11/2013,20.191,10.5,45.1999,6.14,133.41,241.54,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1442,12/12/2013,20.191,10.5,45.1027,6.14,133.31,242.26,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1443,12/13/2013,20.191,10.5,45.1157,6.14,133.21,242.13,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1444,12/14/2013,20.191,10.5,45.1157,6.14,133.21,242.13,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1445,12/15/2013,20.191,10.5,45.1157,6.14,133.21,242.13,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1446,12/16/2013,20.191,10.5,45.261,6.14,133.05,242.3,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1447,12/17/2013,20.191,10.5,45.2942,6.14,132.99,242.35,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1448,12/18/2013,20.191,10.5,45.2455,6.14,133.08,242.31,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1449,12/19/2013,20.191,10.5,45.0535,6.14,133.18,242.35,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1450,12/20/2013,20.191,10.5,45.1075,6.14,133.19,242.44,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1451,12/21/2013,20.191,10.5,45.1075,6.14,133.19,242.44,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1452,12/22/2013,20.191,10.5,45.1075,6.14,133.19,242.44,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1453,12/23/2013,20.191,10.5,44.7068,6.14,133.31,242.62,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1454,12/24/2013,20.191,10.5,44.6341,6.14,133.25,242.81,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1455,12/25/2013,20.191,10.5,44.7736,6.14,133.24,242.98,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1456,12/26/2013,20.191,10.5,44.7201,6.14,133.1,243.3,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1457,12/27/2013,20.191,10.5,44.8543,6.14,133.17,243.62,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1458,12/28/2013,20.191,10.5,44.8543,6.14,133.17,243.62,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1459,12/29/2013,20.191,10.5,44.8543,6.14,133.17,243.62,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1460,12/30/2013,20.191,10.5,45.375,6.14,133.27,243.91,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1461,12/31/2013,20.191,10.5,45.2954,6.14,133.27,243.91,5.1,1160728,11.93,88547.9,142.39,1440,329348,46352
1462,1/1/2014,20.182,16.8,45.4602,5.98,133.27,243.91,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1463,1/2/2014,20.182,16.8,45.234,5.98,133.27,243.91,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1464,1/3/2014,20.182,16.8,45.1629,5.98,133.27,243.91,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1465,1/4/2014,20.182,16.8,45.1629,5.98,133.27,244.07,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1466,1/5/2014,20.182,16.8,45.1629,5.98,133.27,244.07,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1467,1/6/2014,20.182,16.8,45.3167,5.98,133.25,244.07,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1468,1/7/2014,20.182,16.8,45.1337,5.98,133.25,247.43,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1469,1/8/2014,20.182,16.8,45.1009,5.98,133.28,247.58,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1470,1/9/2014,20.182,16.8,45.164,5.98,133.02,248.43,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1471,1/10/2014,20.182,16.8,45.1631,5.98,132.91,248.98,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1472,1/11/2014,20.182,16.8,45.1631,5.98,132.91,248.98,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1473,1/12/2014,20.182,16.8,45.1631,5.98,132.91,243.31,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1474,1/13/2014,20.182,16.8,45.4145,5.98,132.98,244.55,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1475,1/14/2014,20.182,16.8,45.5805,5.98,133.02,244.49,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1476,1/15/2014,20.182,16.8,45.39,5.98,133.17,244.49,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1477,1/16/2014,20.182,16.8,45.4472,5.98,132.82,244.55,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1478,1/17/2014,20.182,16.8,45.4813,5.98,132.78,244.57,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1479,1/18/2014,20.182,16.8,45.4813,5.98,132.78,244.57,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1480,1/19/2014,20.182,16.8,45.4813,5.98,132.78,244.57,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1481,1/20/2014,20.182,16.8,45.7899,5.98,132.82,244.63,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1482,1/21/2014,20.182,16.8,46.0215,5.98,132.76,244.72,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1483,1/22/2014,20.182,16.8,45.998,5.98,132.43,244.77,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1484,1/23/2014,20.182,16.8,46.632,5.98,132.43,244.79,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1485,1/24/2014,20.182,16.8,47.2639,5.98,132.26,244.71,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1486,1/25/2014,20.182,16.8,47.2639,5.98,132.26,244.71,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1487,1/26/2014,20.182,16.8,47.2639,5.98,132.26,244.71,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1488,1/27/2014,20.182,16.8,47.497,5.98,131.29,244.76,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1489,1/28/2014,20.182,16.8,47.5881,5.98,131.52,244.89,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1490,1/29/2014,20.182,16.8,47.9363,5.98,131.08,244.63,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1491,1/30/2014,20.182,16.8,47.2382,5.98,130.17,244.48,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1492,1/31/2014,20.182,16.8,47.4571,5.98,130.19,244.74,5.3,1338731,12.12,40307,198.42,NA,398451,46080
1493,2/1/2014,20.634,16.8,47.4571,5.98,130.19,244.74,5.09,79003,12.28,45474,152.53,NA,398451,46080
1494,2/2/2014,20.634,16.8,47.4571,5.98,130.19,244.74,5.09,79003,12.28,45474,152.53,NA,398451,46080
1495,2/3/2014,20.634,16.8,47.9384,5.98,130.19,244.74,5.09,79003,12.28,45474,152.53,NA,398451,46080
1496,2/4/2014,20.634,16.8,47.3554,5.98,130.68,243.94,5.09,79003,12.28,45474,152.53,NA,398451,46080
1497,2/5/2014,20.634,16.8,47.1981,5.98,131.13,244.35,5.09,79003,12.28,45474,152.53,NA,398451,46080
1498,2/6/2014,20.634,16.8,47.1554,5.98,131.37,245.68,5.09,79003,12.28,45474,152.53,NA,398451,46080
1499,2/7/2014,20.634,16.8,47.3184,5.98,131.42,247.43,5.09,79003,12.28,45474,152.53,NA,398451,46080
1500,2/8/2014,20.634,16.8,47.3184,5.98,131.42,247.43,5.09,79003,12.28,45474,152.53,NA,398451,46080
1501,2/9/2014,20.634,16.8,47.3184,5.98,131.42,248.42,5.09,79003,12.28,45474,152.53,NA,398451,46080
1502,2/10/2014,20.634,16.8,47.4226,5.98,131.45,248.9,5.09,79003,12.28,45474,152.53,NA,398451,46080
1503,2/11/2014,20.634,16.8,47.4365,5.98,131.4,248.9,5.09,79003,12.28,45474,152.53,NA,398451,46080
1504,2/12/2014,20.634,16.8,47.3381,5.98,131.45,242.89,5.09,79003,12.28,45474,152.53,NA,398451,46080
1505,2/13/2014,20.634,16.8,48.0714,5.98,131.2,245.54,5.09,79003,12.28,45474,152.53,NA,398451,46080
1506,2/14/2014,20.634,16.8,48.1413,5.98,131.13,245.65,5.09,79003,12.28,45474,152.53,NA,398451,46080
1507,2/15/2014,20.634,16.8,48.1413,5.98,131.13,245.65,5.09,79003,12.28,45474,152.53,NA,398451,46080
1508,2/16/2014,20.634,16.8,48.1413,5.98,131.13,245.65,5.09,79003,12.28,45474,152.53,NA,398451,46080
1509,2/17/2014,20.634,16.8,48.3112,5.98,131.21,245.75,5.09,79003,12.28,45474,152.53,NA,398451,46080
1510,2/18/2014,20.634,16.8,48.7605,5.98,131,245.72,5.09,79003,12.28,45474,152.53,NA,398451,46080
1511,2/19/2014,20.634,16.8,49.0625,5.98,130.33,245.72,5.09,79003,12.28,45474,152.53,NA,398451,46080
1512,2/20/2014,20.634,16.8,48.9788,5.98,130.2,245.7,5.09,79003,12.28,45474,152.53,NA,398451,46080
1513,2/21/2014,20.634,16.8,48.7611,5.98,130.23,245.75,5.09,79003,12.28,45474,152.53,NA,398451,46080
1514,2/22/2014,20.634,16.8,48.7611,5.98,130.23,245.75,5.09,79003,12.28,45474,152.53,NA,398451,46080
1515,2/23/2014,20.634,16.8,48.7611,5.98,130.23,245.75,5.09,79003,12.28,45474,152.53,NA,398451,46080
1516,2/24/2014,20.634,16.8,48.7506,5.98,130.45,245.96,5.09,79003,12.28,45474,152.53,NA,398451,46080
1517,2/25/2014,20.634,16.8,49.0395,5.98,130.45,246.01,5.09,79003,12.28,45474,152.53,NA,398451,46080
1518,2/26/2014,20.634,16.8,49.2314,5.98,129.78,245.84,5.09,79003,12.28,45474,152.53,NA,398451,46080
1519,2/27/2014,20.634,16.8,49.5557,5.98,129.85,245.83,5.09,79003,12.28,45474,152.53,NA,398451,46080
1520,2/28/2014,20.634,16.8,49.512,5.98,129.87,245.99,5.09,79003,12.28,45474,152.53,NA,398451,46080
1521,3/1/2014,13.698,16.8,49.512,5.98,129.87,245.99,5.07,197265,12.29,46980,146.41,NA,398451,46080
1522,3/2/2014,13.698,16.8,49.512,5.98,129.87,244.75,5.07,197265,12.29,46980,146.41,NA,398451,46080
1523,3/3/2014,13.698,16.8,50.3445,5.98,128.17,244.77,5.07,197265,12.29,46980,146.41,NA,398451,46080
1524,3/4/2014,13.698,16.8,49.5719,5.98,127.87,243.19,5.07,197265,12.29,46980,146.41,NA,398451,46080
1525,3/5/2014,13.698,16.8,49.5878,5.98,128.27,243.19,5.07,197265,12.29,46980,146.41,NA,398451,46080
1526,3/6/2014,13.698,16.8,50.1042,5.98,127.75,245.81,5.07,197265,12.29,46980,146.41,NA,398451,46080
1527,3/7/2014,13.698,16.8,50.5413,5.98,127.36,247.19,5.07,197265,12.29,46980,146.41,NA,398451,46080
1528,3/8/2014,13.698,16.8,50.5413,5.98,127.36,247.19,5.07,197265,12.29,46980,146.41,NA,398451,46080
1529,3/9/2014,13.698,16.8,50.5413,5.98,127.36,248.46,5.07,197265,12.29,46980,146.41,NA,398451,46080
1530,3/10/2014,13.698,16.8,50.4521,5.98,127.36,248.8,5.07,197265,12.29,46980,146.41,NA,398451,46080
1531,3/11/2014,13.698,16.8,50.6103,5.98,126.87,247,5.07,197265,12.29,46980,146.41,NA,398451,46080
1532,3/12/2014,13.698,16.8,50.7785,5.98,125.06,242.77,5.07,197265,12.29,46980,146.41,NA,398451,46080
1533,3/13/2014,13.698,16.8,50.7765,5.98,124.25,242.52,5.07,197265,12.29,46980,146.41,NA,398451,46080
1534,3/14/2014,13.698,16.8,50.9645,5.98,123.4,241.92,5.07,197265,12.29,46980,146.41,NA,398451,46080
1535,3/15/2014,13.698,16.8,50.9645,5.98,123.4,241.92,5.07,197265,12.29,46980,146.41,NA,398451,46080
